AGNO;RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;ESTADO_ESTAB;MAT_HOM_1;MAT_MUJ_1;MAT_ENS_1;MAT_SI_2;MAT_HOM_2;MAT_MUJ_2;MAT_ENS_2;MAT_HOM_3;MAT_MUJ_3;MAT_ENS_3;MAT_HOM_4;MAT_MUJ_4;MAT_ENS_4;MAT_HOM_5;MAT_MUJ_5;MAT_ENS_5;MAT_HOM_6;MAT_MUJ_6;MAT_ENS_6;MAT_HOM_7;MAT_MUJ_7;MAT_ENS_7;MAT_HOM_8;MAT_MUJ_8;MAT_ENS_8;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_SI_TOT;MAT_TOTAL;CUR_SIM_01;CUR_SIM_02;CUR_SIM_03;CUR_SIM_04;CUR_SIM_05;CUR_SIM_06;CUR_SIM_07;CUR_SIM_08;CUR_SIM_TOT;CUR_COMB_01;CUR_COMB_02;CUR_COMB_TOT
2019;12185;1;ESCUELA PARTICULAR HELVECIA;3;2;0;14;141;14101;VALDIVIA;141;VALDIVIA;1;41;42;83;0;195;166;361;0;7;7;0;0;0;30;30;60;3;47;50;0;0;0;0;0;0;269;292;0;561;4;14;1;0;4;2;0;0;25;0;0;0
2019;12187;8;ESCUELA LOS COPIHUES;3;2;1;14;141;14108;PANGUIPULLI;141;VALDIVIA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12188;6;ESCUELA CERRO ALEGRE;3;2;1;14;142;14204;RÍO BUENO;142;RANCO;1;6;9;15;0;27;22;49;2;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;41;0;76;0;2;1;0;0;0;0;0;3;1;1;2
2019;12189;4;ESCUELA RURAL CRUCE FUTAHUENTE;2;1;1;14;142;14204;RÍO BUENO;142;RANCO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12191;6;ESCUELA PARTICULAR N.308 EL MIRADOR;3;2;1;10;101;10106;LOS MUERMOS;101;LLANQUIHUE;1;0;0;0;0;5;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;9;0;0;0;0;0;0;0;0;0;0;1;1
2019;12192;4;INSTITUTO DEL MAR CAPITAN WILLIAMS;3;2;0;10;102;10203;CHONCHI;102;CHILOÉ;1;0;0;0;0;33;15;48;0;0;0;0;0;0;0;0;0;0;0;0;632;273;905;0;0;0;665;288;0;953;0;2;0;0;0;0;24;0;26;0;0;0
2019;12193;2;ESCUELA PARTICULAR N.310 RELDEHUE;3;2;1;10;104;10401;CHAITÉN;104;PALENA;1;1;2;3;0;8;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;0;16;0;0;0;0;0;0;0;0;0;1;1;2
2019;12217;3;CENTRO POLITECNICO PARTICULAR DE NUNOA;3;2;0;13;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;291;289;580;0;0;0;170;273;443;0;0;0;461;562;0;1023;0;0;0;0;14;0;14;0;28;0;0;0
2019;12218;1;COLEGIO CHILE (ANEXO);3;2;0;13;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12220;3;COLEGIO CHILE (ANEXO);3;2;0;13;131;13130;SAN MIGUEL;131;SANTIAGO CENTRO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12221;1;ESCUELA ESPECIAL PARTICULAR REINA MARIA;3;2;0;13;131;13104;CONCHALÍ;137;SANTIAGO NORTE;1;0;0;0;0;0;0;0;0;0;0;22;14;36;0;0;0;0;0;0;0;0;0;0;0;0;22;14;0;36;0;0;0;3;0;0;0;0;3;0;0;0
2019;12224;6;ESCUELA BASICA VALLE BELEN;4;3;0;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12225;4;CENTRO EDUCACIONAL SAN ESTEBAN MARTIR;3;2;0;13;131;13115;LO BARNECHEA;133;SANTIAGO ORIENTE;1;75;61;136;0;314;321;635;0;0;0;0;0;0;0;0;0;0;0;0;137;140;277;0;0;0;526;522;0;1048;4;16;0;0;0;0;8;0;28;0;0;0
2019;12226;2;ESCUELA BASICA N°1355 IRARRAZAVAL;4;3;0;13;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;1;0;0;0;0;25;6;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;6;0;31;0;8;0;0;0;0;0;0;8;0;0;0
2019;12228;9;COLEGIO DEL ALBA;4;3;0;13;131;13118;MACUL;133;SANTIAGO ORIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12230;0;ESCUELA J. PERELLO;3;2;0;13;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12231;9;COLEGIO ESP. DE TRAST. DEL LENG.NAZARENO;3;2;0;13;131;13118;MACUL;133;SANTIAGO ORIENTE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12232;7;ESCUELA BASICA SWEDENBORG;4;3;0;13;131;13118;MACUL;133;SANTIAGO ORIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12233;5;ESCUELA BASICA NEWTON GARDEN;4;3;0;13;131;13118;MACUL;133;SANTIAGO ORIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12234;3;LICEO TÉCNICO DIEGO PORTALES;3;2;0;13;131;13110;LA FLORIDA;136;CORDILLERA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12235;1;COLEGIO WASHINGTON CENTER COLLEGE;4;3;0;13;131;13110;LA FLORIDA;136;CORDILLERA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12237;8;ESC.PART.COLEGIO LOS HALCONES;3;2;0;13;132;13201;PUENTE ALTO;136;CORDILLERA;1;17;20;37;0;123;94;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;114;0;254;0;8;0;0;0;0;0;0;8;2;0;2
2019;12238;6;ESC. BASICA PARTICULAR SAN ANDRES;3;2;0;13;131;13110;LA FLORIDA;136;CORDILLERA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12239;4;ESCUELA DE PARVULOS HUALAIHUE;4;3;0;13;131;13102;CERRILLOS;134;SANTIAGO PONIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12241;6;COLEGIO CORAZON DE JESUS;3;2;0;13;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;1;32;27;59;0;156;156;312;0;0;0;0;0;0;59;87;146;0;0;0;0;0;0;0;0;0;247;270;0;517;2;8;0;0;4;0;0;0;14;0;0;0
2019;12242;4;COLEGIO PUDAHUEL;3;2;0;13;131;13124;PUDAHUEL;134;SANTIAGO PONIENTE;1;30;44;74;0;170;163;333;0;0;0;0;0;0;101;95;196;0;0;0;53;38;91;0;0;0;354;340;0;694;4;10;0;0;5;0;4;0;23;0;0;0
2019;12243;2;ESCUELA Nº 1365 R.P. GUSTAVO LE PAIGE;1;1;0;13;131;13128;RENCA;134;SANTIAGO PONIENTE;1;0;0;0;0;175;131;306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;131;0;306;0;11;0;0;0;0;0;0;11;0;0;0
2019;12244;0;COLEGIO EL SEMBRADOR;3;2;0;13;132;13201;PUENTE ALTO;136;CORDILLERA;1;132;128;260;0;738;710;1448;0;0;0;0;0;0;229;221;450;0;0;0;0;0;0;0;0;0;1099;1059;0;2158;8;44;0;0;13;0;0;0;65;0;0;0
2019;12245;9;ESC. BASICA JACQUELINE COLLEGE;3;2;0;13;135;13501;MELIPILLA;135;TALAGANTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12246;7;LICEO COMERCIAL AVENIDA INDEPENDENCIA;3;2;0;13;131;13108;INDEPENDENCIA;137;SANTIAGO NORTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12248;3;ESCUELA DE PARVULOS SOLCITO;3;2;0;13;131;13111;LA GRANJA;132;SANTIAGO SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12249;1;ESCUELA ESPECIAL PONTIFICE JUAN PABLO II;1;1;0;13;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;1;0;0;0;0;0;0;0;0;0;0;92;47;139;0;0;0;0;0;0;0;0;0;0;0;0;92;47;0;139;0;0;0;11;0;0;0;0;11;0;0;0
2019;12250;5;LICEO POLITECNICO LOS DOMINICOS;3;2;0;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12251;3;COLEGIO BATALLA DE LA CONCEPCION;2;1;0;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;1;26;23;49;0;171;137;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;160;0;357;2;11;0;0;0;0;0;0;13;0;0;0
2019;12252;1;COLEGIO SIGLO XXI;4;3;0;13;131;13110;LA FLORIDA;136;CORDILLERA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12254;8;COLEGIO EXTREMADURA;4;3;0;13;131;13132;VITACURA;133;SANTIAGO ORIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12255;6;COLEGIO ALCAZAR;1;1;0;13;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;1;81;76;157;0;578;480;1058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;556;0;1215;6;32;0;0;0;0;0;0;38;0;0;0
2019;12257;2;CENTRO EDUCACIONAL ERNESTO YANEZ RIVERA;3;2;0;13;131;13107;HUECHURABA;137;SANTIAGO NORTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12258;0;COLEGIO EMMANUEL MOUNIER;4;3;0;13;136;13605;PEÑAFLOR;135;TALAGANTE;1;0;0;0;0;9;4;13;0;0;0;0;0;0;11;4;15;0;0;0;0;0;0;0;0;0;20;8;0;28;0;6;0;0;4;0;0;0;10;0;0;0
2019;12260;2;COLEGIO SAN FRANCISCO DE ASIS DE BELEN;3;2;0;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;1;31;44;75;0;89;76;165;0;0;0;0;0;0;116;114;230;0;0;0;0;0;0;0;0;0;236;234;0;470;2;4;0;0;6;0;0;0;12;0;0;0
2019;12261;0;COLEGIO VILLA CORDILLERA;3;2;0;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12265;3;COLEGIO THE SOUTHERN CROSS SCHOOL;4;3;0;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;57;54;111;0;201;215;416;0;0;0;0;0;0;80;101;181;0;0;0;0;0;0;0;0;0;338;370;0;708;4;16;0;0;8;0;0;0;28;0;0;0
2019;12266;1;COLEGIO CIUDADELA MONTESSORI DE LAS CONDES;4;3;0;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;12;6;18;0;34;31;65;0;0;0;0;0;0;20;20;40;0;0;0;0;0;0;0;0;0;66;57;0;123;2;8;0;0;4;0;0;0;14;0;0;0
2019;12268;8;COLEGIO MAYA SCHOOL;4;3;0;13;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12269;6;COLEGIO INSTITUTO SAN CARLOS;3;2;0;13;131;13112;LA PINTANA;136;CORDILLERA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12271;8;ESCUELA DE PARVULOS HERMANAS FRANCISCANAS;4;3;0;13;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12272;6;ESCUELA DE PARV. LOS DUENDECITOS;3;2;0;13;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12273;4;ESC.MUNIC.DE PARVULOS HERNAN DEL SOL;1;1;0;13;131;13128;RENCA;134;SANTIAGO PONIENTE;1;51;36;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;36;0;87;4;0;0;0;0;0;0;0;4;0;0;0
2019;12293;9;INACAP;4;3;0;5;51;5101;VALPARAÍSO;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12294;7;INSTITUTO CIEC;4;3;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;1;0;0;0;0;0;0;0;4;1;5;0;0;0;0;0;0;46;39;85;0;0;0;0;0;0;50;40;0;90;0;0;1;0;0;5;0;0;6;0;0;0
2019;12295;5;COLEGIO SAN IGNACIO DE LA SSALLE;4;3;0;5;55;5501;QUILLOTA;51;QUILLOTA;1;30;36;66;0;239;187;426;0;0;0;0;0;0;79;97;176;0;0;0;0;0;0;0;0;0;348;320;0;668;3;16;0;0;8;0;0;0;27;0;0;0
2019;12296;3;HOGAR ESTUDIALTIL OLMUE;2;1;0;5;58;5803;OLMUÉ;51;QUILLOTA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12299;8;ESCUELA BASICA ANEXO PICHILEMU;2;1;1;5;54;5401;LA LIGUA;51;QUILLOTA;1;0;0;0;0;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;5;0;5;0;0;0;0;0;0;5;0;0;0
2019;12301;3;COLEGIO ESPAÑOL DE VIÑA DEL MAR;3;2;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;1;0;0;0;0;98;69;167;0;0;0;0;0;0;33;68;101;0;0;0;0;0;0;0;0;0;131;137;0;268;0;8;0;0;5;0;0;0;13;0;0;0
2019;12302;1;COLEGIO SAINT JULIAN COLLEGE;3;2;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;1;0;0;0;0;144;121;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;121;0;265;0;8;0;0;0;0;0;0;8;0;0;0
2019;12305;6;COLEGIO ALEXANDER FLEMING;3;2;0;5;58;5804;VILLA ALEMANA;53;VALPARAÍSO;1;0;0;0;0;172;119;291;0;0;0;0;0;0;144;134;278;0;0;0;0;0;0;0;0;0;316;253;0;569;0;8;0;0;8;0;0;0;16;0;0;0
2019;12306;4;COLEGIO VILLA ALEMANA;4;3;0;5;58;5804;VILLA ALEMANA;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12307;2;ESCUELA FRAY LUIS AMIGO;3;2;0;5;58;5804;VILLA ALEMANA;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12308;0;COLEGIO PARTICULAR VERDOYAM;4;3;0;5;57;5703;LLAILLAY;52;LOS ANDES;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12309;9;COLEGIO PIRAMIDE;3;2;0;5;57;5701;SAN FELIPE;52;LOS ANDES;1;29;36;65;0;194;150;344;0;0;0;0;0;0;87;78;165;0;0;0;0;0;0;0;0;0;310;264;0;574;2;8;0;0;4;0;0;0;14;0;0;0
2019;12310;2;ESCUELA ESPECIAL DE LENGUAJE SAN ROQUE;3;2;0;5;51;5101;VALPARAÍSO;53;VALPARAÍSO;1;0;0;0;0;0;0;0;0;0;0;85;24;109;0;0;0;0;0;0;0;0;0;0;0;0;85;24;0;109;0;0;0;10;0;0;0;0;10;0;0;0
2019;12311;0;CTRO ESTUDIOS CAPACITACION PARA SORDOS;3;2;0;5;51;5101;VALPARAÍSO;53;VALPARAÍSO;1;0;0;0;0;0;0;0;0;0;0;17;10;27;0;0;0;0;0;0;0;0;0;0;0;0;17;10;0;27;0;0;0;7;0;0;0;0;7;0;0;0
2019;12312;9;COLEGIO REBECA FERNANDEZ;3;2;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;1;26;41;67;0;116;148;264;0;0;0;0;0;0;66;60;126;0;0;0;0;0;0;0;0;0;208;249;0;457;2;8;0;0;4;0;0;0;14;0;0;0
2019;12313;7;ESCUELA ESPECIAL CARTAGENA;3;2;0;5;56;5603;CARTAGENA;54;SAN ANTONIO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12314;5;ESCUELA ATENAS;2;1;0;5;58;5803;OLMUÉ;51;QUILLOTA;1;12;12;24;0;126;97;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;109;0;247;2;8;0;0;0;0;0;0;10;0;0;0
2019;12315;3;LICEO INMACULADA DE LOURDES (ANEXO);3;2;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12323;4;CENTRO EDUCACIONAL CRISOL;3;2;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;1;0;0;0;0;121;129;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;129;0;250;0;8;0;0;0;0;0;0;8;0;0;0
2019;12325;0;COLEGIO LIAHONA ANEXO;3;2;0;5;58;5801;QUILPUÉ;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12326;9;LICEO CREP MENA;3;2;0;5;58;5801;QUILPUÉ;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12328;5;ALIANZA ALEMANA EL BELLOTO;3;2;0;5;58;5801;QUILPUÉ;53;VALPARAÍSO;1;24;21;45;0;120;76;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;97;0;241;3;8;0;0;0;0;0;0;11;0;0;0
2019;12329;3;ESC.DE PARVULOS NACIONALITO;3;2;0;5;58;5804;VILLA ALEMANA;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12330;7;COLEGIO CRISTIANO EBEN-EZER ANEXO;3;2;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;1;0;0;0;0;110;95;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;95;0;205;0;8;0;0;0;0;0;0;8;0;0;0
2019;12332;3;LICEO POLITECNICO DE CON CON;2;1;0;5;51;5103;CONCÓN;53;VALPARAÍSO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;110;71;181;43;27;70;36;48;84;0;0;0;189;146;0;335;0;0;0;0;6;2;6;0;14;0;0;0
2019;12333;1;ESCUELA DR. ADRIANO MACHADO PARDO  ANEXO;1;1;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12335;8;ESCUELA ARCHI ANEXO;1;1;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12336;6;LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA;2;1;0;5;54;5402;CABILDO;51;QUILLOTA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25;9;34;0;0;0;256;218;474;0;0;0;281;227;0;508;0;0;0;0;1;0;13;0;14;0;0;0
2019;12337;4;INST DE INT DEL DISC VISUAL AV MOSQUETE;1;1;0;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12363;3;ESC.BASICA ADULTOS PART.NUEVOS HORIZONTE;3;2;0;9;91;9108;LAUTARO;92;CAUTÍN NORTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12364;1;ESC. BASICA MALLA;2;1;1;9;91;9119;VILCÚN;92;CAUTÍN NORTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12366;8;ESCUELA ESPECIAL ARCO IRIS;6;5;0;9;91;9102;CARAHUE;92;CAUTÍN NORTE;1;0;0;0;0;0;0;0;0;0;0;38;27;65;0;0;0;0;0;0;0;0;0;0;0;0;38;27;0;65;0;0;0;14;0;0;0;0;14;0;0;0
2019;12367;6;ESCUELA PARTICULAR RALICO;3;2;1;9;91;9116;SAAVEDRA;92;CAUTÍN NORTE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12368;4;LICEO POLITECNICO SANTA CRUZ;3;2;0;9;91;9103;CUNCO;92;CAUTÍN NORTE;1;23;36;59;0;99;137;236;0;0;0;0;0;0;32;48;80;0;0;0;42;99;141;0;0;0;196;320;0;516;3;11;0;0;4;0;6;0;24;0;0;0
2019;12501;6;ESCUELA JORGE ALESSANDRI RODRIGUEZ;2;1;0;15;151;15101;ARICA;151;ARICA;1;29;31;60;0;134;131;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;162;0;325;2;8;0;0;0;0;0;0;10;0;0;0
2019;12502;4;COLEGIO  ANDINO;4;3;0;15;151;15101;ARICA;151;ARICA;1;74;71;145;0;163;144;307;0;0;0;0;0;0;70;69;139;0;0;0;0;0;0;0;0;0;307;284;0;591;8;16;0;0;8;0;0;0;32;0;0;0
2019;12503;2;JARDIN INF. LOS OSITOS CARINOSITOS;3;2;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12504;0;COLEGIO LITTLE COLLEGE;3;2;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;141;132;273;0;0;0;0;0;0;98;104;202;0;0;0;8;71;79;0;0;0;247;307;0;554;0;8;0;0;6;0;4;0;18;0;0;0
2019;12505;9;COLEGIO PADRE LUIS GALLARDO;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;96;80;176;14;17;31;0;0;0;0;0;0;31;35;66;0;0;0;0;0;0;141;132;0;273;0;8;1;0;0;2;0;0;11;0;0;0
2019;12506;7;J.  I.  INTI;4;3;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12508;3;J.  I.  ECOLOGICO FRANCISCO DE ASIS;4;3;0;15;151;15101;ARICA;151;ARICA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;12509;1;LICEO PDTE. ANIBAL PINTO GARMENDIA.;3;2;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;29;32;61;0;274;225;499;0;0;0;0;0;0;114;137;251;0;0;0;0;0;0;0;0;0;417;394;0;811;3;16;0;0;8;0;0;0;27;0;0;0
